1453589146866524160,Come mai #Salvini quando si parla di immigrazione non lo ascolta mai il #Papa e le associazioni? #DDLZan,favour,"[('favour', 2), ('none', 1)]"
1453591172027408386,Alcune cose pacate che possiamo affermare su quanto successo ieri in Senato sul #DDLZan,none,"[('none', 3)]"
1453594452203868160,"Calderoli che si vanta dicendo “li ho battuti” come se si parlasse di una partita di calcio é il simbolo della deriva che la politica ha preso in questo Paese. Non contano le persone, ma fregare l’avversario e per giunta senza metterci la  faccia. Vergogna #DDLZan  #Senato",favour,"[('favour', 3)]"
1453595086294601731,Uno di quei giorni in cui mi viene da pensare “perché sono tornata in Italia? Chi me l’ha fatto fare?” #DDLZan 🏳️‍🌈,favour,"[('favour', 3)]"
1453597778102337537,"Sul #DDLZan la penso come Vincenzo #deluca. Aveva previsto tutto alcune settimane fa. E aveva ragione. Ma come al solito del PD figurati se stavano ad ascoltare quello che diceva lui...  🤷‍♂️
#LeggeZan",none,"[('none', 2), ('favour', 1)]"
1453599836024967174,Ma prima di portarlo al voto hanno fatto i conti con il pallottoliere di Casalino? #ddlzan,none,"[('against', 1), ('none', 2)]"
1453600365706940418,Le stesse persone che si indignano per il #DDLZan.. vogliono segregare i lavoratori e chiunque abbia legittimi dubbi su un qualcosa che non è obbligatorio... e giustificano mazzate della polizia su persone inermi....siete la scumma dei fagioli a occhietto a mezza cottura...,favour,"[('against', 1), ('favour', 2)]"
1453600531088302087,Ddl zan ha perso ma io sono a +13 dalla juve e a +7 dall'Inter quindi che cazzo me ne frega,none,"[('none', 3)]"
1453600770050428931,"Sento x radio che il #DDLZan è saltato per un errore di strategia e mediazione del Partito Democratico.

Negli ultimi 20y hanno azzeccato statistiche e strategie??",none,"[('none', 3)]"
1453601805062049797,Il #DDLZan non s'ha da fare 🤣🤣🤣,against,"[('none', 1), ('against', 2)]"
1453601920090886145,"A leggere i tweet di @EnricoLetta e altri sembra che il #DDLZan sia stato fatto bocciare per scrivere frasi contro “queste destre”. Si doveva cercare un compromesso, per aiutare le persone che il #DDLZan vuole proteggere. Invece sembra sia più importante dire “è colpa loro”.",none,"[('favour', 1), ('none', 2)]"
1453602166095110147,"In un paese in cui ""Sei un frocio"" è usato come insulto, cosa c'era da aspettarsi?
#DDLZan",favour,"[('favour', 3)]"
1453602166585839619,"fin che accusi sempre gli altri (sempre lo stesso) per i tuoi fallimenti non ne capirai mai veramente l´origine 

#DDLZan",none,"[('none', 3)]"
1453603148782874628,"Strano che non ci sia nessuno del Gruppo Misto che dica come ha votato ieri in Senato...
#Senato #GruppoMisto #M5S #Azione #ItalExit #DDLZan #PD #PSI",none,"[('none', 3)]"
1453603338721824770,Ma chi si sta stracciando le vesti per il #DDLZan #ddlzanbucato #DdlZan_Subito_Legge sono gli stessi che godono per la discriminazione di milioni di italiani attraverso il #greenpass #GreenPassBucato? Chiedo per un amico 🤡🤡🤡,against,"[('against', 2), ('none', 1)]"
1453603645103251456,"A quelli del #Pd che danno la colpa a #ItaliaViva per il disastro sullo #Zan posso citare il vostro amico e ispiratore Beppe Grillo?
Ma vaffa..",none,"[('none', 3)]"
1453605282442059777,"Solo grazie al voto segreto, partitucoli come IV possono amplificare a dismisura la loro capacità di ricatto, ben oltre a quello che avrebbe consentito la loro reale consistenza numerica. #DDLZan",none,"[('none', 3)]"
1453607221569495045,sono entrata su facebook per vedere se avevano fatto un gruppo sul ddl zan come lo hanno fatto le altre città e non l’avessi mai fatto in tre secondi ho litigato con 5 persone,favour,"[('favour', 2), ('none', 1)]"
1453607560335003657,Aveva ragione il Sen. #Renzi: il #Senato andava abolito. #DDLZan,favour,"[('favour', 2), ('none', 1)]"
1453609917315698691,"Scambio di favori? Ddl zan in cambio dell'immunità parlamentare? Probabilmente mi sbaglio, ma il sospetto mi pervade...",none,"[('none', 3)]"
1453609927117787139,"Italia rimandata in matematica. Si è perso 154 a 131, con uno scarto di 23 voti, QUINDI, sarebbe bastato che almeno 12 senatori di Italia Viva invece di votare ""sì"" come hanno fatto, avessero votato ""no"" alla tagliola come promesso. 154-12=142, 131+12=143. 
Dai. #ddlzan #lgtbq",favour,"[('none', 1), ('favour', 2)]"
1453610152653901825,"Indipendentemente da chi ha votato contro il concetto sbagliato è esultare per aver negato un diritto 

Così come fischiare un inno

o ignorare l’evidenza pensando a complotti

Di base c’è sempre e solo IGNORANZA, non pensare all’esistenza di cose come rispetto,diritti…

#DDLZan",favour,"[('favour', 3)]"
1453612902041231363,"Il #ddlzan era già un ottimo compromesso e una buona legge. Spero che quando finalmente verrà approvata, il testo sia esattamente quello, e che chi ha cincischiato sul testo la paghi carissima",favour,"[('favour', 3)]"
1453613083335839744,"Speriamo che in un futuro prossimo #LGBTQ i + sia traducibile solo con la  sola lettera L, di amore che è unico in tutte le sue forme. Anche le etichette limitano il modo in cui le persone si amano. #DDLZan #liberta",favour,"[('favour', 3)]"
1453613544709271558,"Poi chiedetevi a che servono i Pride
#DDLZan",favour,"[('favour', 3)]"
1453613672740397059,"Siete solo dei Pillon che non ce l’hanno fatta

#sapevatelo
#ddlZan",favour,"[('favour', 2), ('none', 1)]"
1453614336967053312,"“In democrazia, se il partito X propone una legge, la responsabilità di trovare un modo di farla passare è ovviamente del partito X. Non basta dire: questa è la legge, votatela! Metterla ai voti, sapendo che i voti non ce li hai, è molto irresponsabile”.

@francescocosta #DDLZan",none,"[('none', 3)]"
1453614589841653761,"Stamani, mentre andavo a lavoro, ho sentito cose nella rassegna stampa di #RadioRadicale su #DDLZan che mi hanno fatto capire quanto anche la maggior parte dei giornalisti italiani siano degli scappati di casa graziati dalla fortuna.",none,"[('none', 2), ('favour', 1)]"
1453614787561234432,"Ci distraggono con il ddl e ci inculano con le pensioni a 64 anni
#Draghidimettiti
#DraghiVaffanculo",against,"[('against', 2), ('none', 1)]"
1453615077735772161,"Come ottenere i voti di Forza Italia per una legge efficace contro l’omotransfobia?

Facile! le persone LGBTQI+ devono dichiararsi nipoti di qualche capo di Stato o di governo. 

Io faccio il nipote di Biden così posso andare a trovare Trudeau quando voglio 👀

#28ottobre #ddlzan",none,"[('none', 2), ('favour', 1)]"
1453615892538052616,"Che ne pensa $oro$ (e tutti i suoi tirapiedi) del naufragio del DDL Zan? Così per curiosità....

😆😆😆😆😆",none,"[('none', 2), ('against', 1)]"
1453617050891558914,"Qualcuno sa dire, con certezza,  quanti erano i senatori ufficialmente a favore del #DDLZan presenti ieri in aula e quanti voti hanno invece riportato? Grazie.",none,"[('none', 3)]"
1453618839191703552,#DDLZan non è con la legge che educhi un Paese alla “diversità”…è un fattore di cultura che va approfondita nelle scuole sin da piccoli.,against,"[('against', 2), ('none', 1)]"
1453618844099039235,"ricordate la fetta di mortadella tirata fuori tra gli scranni del Senato e mordicchiata allorché si sancì la fine del governo #Prodi? Beh, siete di una certa età. Pensavo fosse uno dei punti più bassi. dopo aver visto le esultanze di ieri comincio a riconsiderare la cosa #DDLZan",none,"[('none', 2), ('favour', 1)]"
1453619633643302916,E se poi si scoprisse che la Zan è caduta per le femministe?,none,"[('none', 3)]"
1453620873785757698,"Che poi uno potrebbe sostenere che il testo non fosse scritto bene, è assolutamente lecito. Ma vedere quei festeggiamenti e soprattutto i video di ciò che si è detto fanno capire che non è stato sicuramente quello il motivo dell'affossamento. Che schifo #DDLZan",favour,"[('favour', 3)]"
1453621559986462721,"""Dissensi c'erano anche nel PD e soprattutto nel M5S:non si ricorda alcun gesto convinto di Conte a favore della legge""
Stefano Folli su @repubblica sul #DDLZan
Della serie guardatevi a casa vostra",none,"[('none', 3)]"
1453621722515660804,"E comunque ""La corazzata Potemkin"" è molto meglio del voto segreto in parlamento.
#DDLZan #Parlamento #votosegreto #ZAN #DdlZan_Subito_Legge #vergognatevi #LGBTQ #omofobia #sessismo #tagliola #senato #omobitransfobia",favour,"[('favour', 2), ('none', 1)]"
1453624263722868742,"Ieri abbiamo assistito a una delle pagine più basse e mediocri della #RepubblicaItaliana 
O almeno spero … 
#DDLZan",favour,"[('favour', 3)]"
1453624418559840257,"L’italia non è un paese per vecchi.. è proprio un paese di merda ! 
#DDLZan",favour,"[('favour', 2), ('none', 1)]"
1453624439501905924,Quando esattamente l’Italia da paese generoso accogliente e solidale verso tutti si è trasformato in un posto inospitale e pericoloso per i suoi stessi cittadini? Perché una classe politica indegna è frutto di un elettorato vergognoso #DDLZan,favour,"[('favour', 3)]"
1453624867878748161,"in quanto italiana, guardo ai #maneskin che apriranno per i Rolling stones , poi vedo #pillon e compari esutare per il voto su #ddlzan e inizio a sentirmi schizofrenica",favour,"[('favour', 3)]"
1453626252099792898,"L’egoista e misera prepotenza dei vili e degli insicuri. La realtà è ben più avanti e vi sotterrerà; perché la Storia, a differenza vostra, avrà ragione. Nel frattempo, un nuovo fallimento della politica per la res publica. #DDLZan",favour,"[('favour', 3)]"
1453626654853582848,"Quando il centrodestra propose al PD una tregua per modificare e approvare insieme il #ddlZan, loro gli risposero di attaccarsi e che non avrebbero indietreggiato. L'ostinazione li ha portati a perdere tutto. Non è così che si fa politica, i vostri elettori dovrebbero capirlo.",none,"[('against', 1), ('none', 2)]"
1453627445375115264,"Ah, per la cronaca, io continuerò a parlare di queste tematiche e del #DDLZAN fino allo sfinimento, e se a qualcuno non sta bene perché ""parli sempre delle stesse cose"" smettesse di seguirmi 🤷🏿‍♀️",favour,"[('favour', 2), ('none', 1)]"
1453628229072400387,Andrebbe abolito il voto segreto: i parlamentari devono prendersi le proprie responsabilità e i cittadini che rappresentano devono sapere come votano. #DDLZan  #agorarai,favour,"[('favour', 2), ('none', 1)]"
1453628442503692292,"Direi che alla luce di quello che è successo ieri spero che la gente della mia età vada a votare non appena ce ne sarà la possibilità. 
Tutti abbiamo qualcuno a cui teniamo che sarebbe stato protetto dal ddl Zan. Non mentite, perché sapete tutti che è così",favour,"[('favour', 3)]"
1453630835299692546,parlato con il prof del ddl zan e stavo per mettermi a piangere #ottimo,favour,"[('favour', 2), ('none', 1)]"
1453630924327895043,Dovreste solo vergognarvi...via il voto segreto...i vostri datori di lavoro hanno il diritto di sapere chi e cosa votate #DDLZan,favour,"[('favour', 3)]"
1453631103508652035,"Comunque così per dire, se preferisci l'Arabia  al voto in senato del #DDLZan non sei per forza di destra, ma di sicuro fai schifo al cazzo #Renzi #RenziFaiSchifo  @matteorenzi",favour,"[('favour', 3)]"
1453631248283443201,"Da civiltà a viltà è n'attimo.
#CazzatArchie
#DDLZan
#ddlzanbucato",none,"[('none', 2), ('favour', 1)]"
1453631424037335040,"Il tema c'è (gente scrive, non dice, scrive, ""froci al rogo"") ed è molto delicato, così come le forzature di sx, non hanno favorito buoni esiti, MA resta il MODO e l'APPLAUSO da stadio. Cosa hanno vinto? Boh!
 #DDLZan",none,"[('none', 2), ('favour', 1)]"
1453631522087518209,"Per colpa dell'affossamento del #DDLZan continueranno impunemente a manganellare quei froci dei portuali. Fate ribrezzo.
#laPeggiore_DESTRA_diSempre",none,"[('none', 2), ('favour', 1)]"
1453632408931217412,"Enrico Letta va bene come ospite ai convegni, ai simposi… ma non è un leader e infatti oltre 20 parlamentari del #pd ieri non lo hanno seguito.
Un vero leader poi non si mette a fare una fake shit storm contro #renzi sui social come un Morisi qualunque.

#DdlZan #LGBTQ",none,"[('none', 3)]"
1453632470885322759,"Ma siete davvero sicuri di volete il bene del Paese? 
Il dimezzamento dei parlamentari è pure poco. 
#DDLZan #DdlZan_Subito_Legge",favour,"[('favour', 3)]"
1453632517714632707,"Il ddl Zan è stato affondato, quindi mi immagino che da oggi chi è omosessuale non possa accedere a cinema, bar e luoghi di lavoro. Ah no, aspetta",against,"[('against', 2), ('none', 1)]"
1453632615572025346,Dov'è Cersei Lannister quando bisogna far saltare in aria dei palazzi #DDLZan #DdlZan_Subito_Legge,favour,"[('favour', 2), ('none', 1)]"
1453632859214843907,"Grazie ad uno Spazio qui su Twitter questa mattina purtroppo mi sono fatta un'idea in più su quella che era la situazione ddl Zan in parlamento. Al di là della ""politica Netflix"" come poco carinamente gli addetti ai lavori chiamano la campagna social fatta dai non politici",none,"[('none', 2), ('favour', 1)]"
1453635147446857730,"#coffeebreakla7lo stop a ddl Zan non toglie libertà, semmai evita che si possa limitare la libertà di ci frontale serenamente posizioni diverse. Politicamente, al contrario, apre scenari preoccupanti di alleanze ed intese già viste e non trasparenti.",N/D,"[('against', 1), ('favour', 1), ('none', 1)]"
1453635472161378305,"Con il voto che ha affondato il #DDLZan emerge, coperta dal voto segreto, una nuova maggioranza di destra, con il passaggio di #Renzi e #ItaliaViva
È una maggioranza nascosta, che lede la trasparenza della #Democracy e che si farà rivedere al quarto scrutinio per il #Quirinale",none,"[('none', 3)]"
1453636545966182402,"La nostra #Stonewall ricomincia oggi, da Roma, Milano, Varese, Alessandria, Vicenza e tante altre città che in questi giorni si mobiliteranno. Ora lotteremo per molto più del #DDLZan, non chiederemo più per rispetto e uguaglianza, lo pretenderemo. Abbiamo smesso di nasconderci.",favour,"[('favour', 3)]"
1453637054076788740,chi a roma oggi per la manifestazione contro l'affossamento del Ddl zan?,favour,"[('favour', 3)]"
1453638593105252352,"Ero e sono favorevole al #DDLZan e sono molto dispiaciuto per l'accaduto. Ho il vizio, a cui non rinuncerò mai, di pensare con la mia testa. So pure far di conto e concludo: dare la colpa al solo #Renzi per l'accaduto è un'idiozia aritmetica e, di conseguenza, pure politica!",favour,"[('favour', 3)]"
1453638923939368963,"un #Senato di cavalli avrebbe votato il #DDLZan 

@SenatoStampa, non siete lo specchio del Paese, ma la cloaca",favour,"[('favour', 3)]"
1453639115124187137,"Sul DDL Zanda non c'è da meravigliarsi dell'esultanza delle destre,così, come purtroppo molte persone (comprenso alcuni terapeuti) avranno un alibi per non confrontarti con la loro parte 'complementare, psichica e biologica :il machile nelle donne, e il femminile negli uomini",favour,"[('favour', 2), ('none', 1)]"
1453639157222346752,"Quella che il #DDLZan è morto per colpa di PD e 5S, è un po' come quella che se la donna viene violentata è a causa di come se veste. Ma non lo sentite anche voi questo olezzo demmerda?",favour,"[('none', 1), ('favour', 2)]"
1453640049287999493,"Un altro grande successo di IV e di Renzi #DDLZan
#Vergognatevi",favour,"[('favour', 3)]"
1453640185208573958,"Ho deciso che bestemmierò ad ogni occasione sempre come mio diritto di libertà di espressione
#DDLZan",none,"[('favour', 1), ('none', 2)]"
1453641699285155841,"Ho scoperto il senso, non si sciolgono i movimenti/p fascisti in Italia e nel contempo non si fa passare il DDL Zan, così i fascisti e i nazisti continueranno a picchiare alla luce del sole, chi non la pensa come loro, chi non è come loro.  -  Gott mit uns. Eia eia alalà…",favour,"[('favour', 2), ('none', 1)]"
1453642261242261504,"Ddl Zan: prima bastonata a chi si montato la testa per la vittoria elettorale in alcune sindacature.
Enrico stai sereno...",none,"[('none', 3)]"
1453642797353930755,"#Letta  #Conte  #salvini #Berlusconi  e #meloni contro la regolamentazione della #cannabis #erba  .. pro mafie. Questi sarebbero i paladini  delle ""libertà"". Ma fatemi il piacere! fate schifo tutti! #referendumcannabis
#ReferendumCannabis #controlemafie #DDLZan",none,"[('none', 3)]"
1453644180010438658,"Siamo un paese che SCEGLIE di tutelare la violenza.
Questo è.
#DDLZan #LeggeZan",favour,"[('favour', 3)]"
1453645310731948038,"dai voti per il ddl zan non mi aspettavo nulla di diverso, però ha fatto comunque male. tanto",favour,"[('favour', 3)]"
1453645570304786433,"Bastava parlarsi, discuterne a quattr'occhi e eventualmente trovare un punto d'incontro. Se le cose si vogliono fare deve esserci volontà e questa evidentemente non c'era neanche (e soprattutto) da parte degli autori del #DDLZan. Inutile fare le vittime.",none,"[('none', 2), ('favour', 1)]"
1453646232518340612,"In Italia negati i diritti, in Usa introdotto il terzo genere nei passaporti. Sono loro avanti o noi indietro?
#DDLZan",favour,"[('favour', 3)]"
1453646362403348489,"mentre si vota sul DDL Zan, Renzi è in Arabia Saudita. Dove l'omosessualità è punita con la morte. E' proprio difficile comprendere l'inopportunità del gesto di disertare il senato ed essere là?",favour,"[('favour', 2), ('none', 1)]"
1453646538803187716,"Quelli che oggi dicono che si dovesse mediare ieri con la destra degli applausi non spiegano mai dove e come si dovesse (ulteriormente) mediare. Strano eh?
#Zan",favour,"[('favour', 2), ('none', 1)]"
1453648005211492352,"si capisce quando la gente parla di qualcosa solo perché fa fighx , xlx miex compagnx non sapevo cosa fosse il ddl zan prima di ieri. ma dio mio devo stare con loro 5 anni ma mi prendete per il culo?",none,"[('none', 2), ('favour', 1)]"
1453648123033759744,"Ma poi scusate, cosa pensano questo mentre esultano? “Evviva i gays se muoiono chissene frega”? Mica ho capito #DDLZan",favour,"[('none', 1), ('favour', 2)]"
1453648448524279808,#DDLZan Oggi sono proprio incazzata,favour,"[('favour', 3)]"
1453649188584099841,Tutto quello che c’è da dire sul DDL Zan e sull’uso che se sta facendo l’ha riassunto @mattiafeltri Comprate @LaStampa e leggetelo,none,"[('none', 2), ('against', 1)]"
1453649977004134400,"Tutta questa sceneggiata del #ddlzan, le dirette, le dichiarazioni, gli scontri, gli influencer... non ha niente a che vedere con i diritti delle persone. Sapevano benissimo come sarebbe finita, sia Zan che tutto il PD. Non gli importa dei diritti delle persone. È propaganda.",none,"[('none', 2), ('favour', 1)]"
1453650394601697285,"Perché dobbiamo essere sempre retrogradi con la mentalità da medioevo e mai come in America dove l'omosessualità non é un tabù,siete perché io non mi ci metto (e mi vergogno di essere Italiana per questo) dei pagliacci 🤡 #DDLZan #DdlZan_Subito_Legge",favour,"[('favour', 3)]"
1453651013878038530,"Quelli del dl Zan vogliono tutelare le minoranze che interessano a loro peraltro già ben tutelate ma di tutti gli altri non le importa una mazza finalmente chiusa la questione, incapaci di portare a casa un risultato vogliono governare il paese  ma vai!!!!!",against,"[('against', 3)]"
1453651376085639171,"Pensioni a 75 anni per i nati dopo il 1980. Unico paese europeo dove dal 1990 a oggi i salari sono calati. Produzione stagnante. Morti sul lavoro come se fossero mosche. Loro dicono che è ""finito il mondo"" per il #DdlZan.",none,"[('against', 1), ('none', 2)]"
1453653264659066882,il ddl zan non è solo per la lgbt ma voi cosa ne sapete,favour,"[('favour', 3)]"
1453653952831102985,"Da Rrp: Ddl Zan, Pd in allarme su Nuovo Ulivo e Colle: ""Renzi va a destra"" - E ve ne accorgete solo ora? Quanti #Henrystaysereno vi servono per capirlo?",none,"[('none', 3)]"
1453654543904956416,"il fatto che ci sia arrivato Denis Dosio e non Pillon al fatto che l'affossamento del #ddlZan sia un insulto ai diritti umani, da molto a cui pensare",favour,"[('favour', 3)]"
1453655136727875585,"Affossata la #LeggeZan. Siamo un Paese talmente te arretrato che i politici invece delle auto blu dovrebbero usare le carrozze.

#DdlZan #ddlzanbucato #DdlZan_Subito_Legge",favour,"[('favour', 3)]"
1453655589536550913,"Dai su mi aspetto manifestazioni imminenti tra  #DDLZan #Landini #novax e #G20 
L’Italia è un paese meraviglioso ☺️",none,"[('none', 3)]"
1453656590096216064,"Collega C. da mezz'ora sta inveendo contro il ddl Zan e chi avrebbe dovuto tutelare elencando tutti gli insulti più beceri che gli possano venire in mente.
Io veramente sto scoppiando vorrei menarlo ma non si può.",none,"[('favour', 1), ('none', 2)]"
1453657383482363904,"Che scivolone!
...come popolo, come pseudociviltà avanzata, come nazione, amma fatt na grande figur é merd...
L'importante però è che tutti siamo liberi di schierarci gli uni contro gli altri. 
#DDLZan #LeggeZan #figurémme",favour,"[('favour', 3)]"
1453657474981040130,Se penso alla reazione del senato dopo aver affossato il ddl zan mi viene da vomitare. lo giuro,favour,"[('favour', 3)]"
1453659276233355266,Ha più sostenitori il  #DDLZan che elettori Italia Viva,none,"[('none', 3)]"
1453659628168953864,"Per piacere approvate il voto fuori sede, perché è evidente che chi si trova in aula non rispecchia la volontà della maggior parte dei ragazzi e delle persone (vedi il caos a proposito dell'affidamento del DDL ZAN).  #DDLZan #LeggeZan #votofuorisede",favour,"[('favour', 3)]"
1453659760834789382,Dato che il PD altro non è che la DC con un'altro simbolo e Sapendo che la chiesa è contraria alla legge Zan qualche dubbio su i franchi tiratori tra le fila del PD vi viene  #lariachetira,none,"[('none', 2), ('favour', 1)]"
1453661038486953984,c'è un vecchio di merda seduto davanti a me in treno che legge libero con un titolo di merda contro il ddl zan mo vedete come mi alzo e inizio una rissa,favour,"[('favour', 2), ('none', 1)]"
1453661118812106757,"DDL Zan,GP e dintorni tutte armi di distrazione mentre infilano le suppostine econmiche(quota 102,catasto,rincari vari etc....)",none,"[('none', 2), ('against', 1)]"
1453663672144998400,"Mia madre che approva il DDL Zan ed è incazzata perchè non è passato, mamma ti amo.
Ha cambiato mentalità &lt;3 lavora in posta a contatto con la gente e mi ha detto che ha imparato cosa sia il genere non binario (spiegato a modo suo obv).",favour,"[('favour', 3)]"
1453664084633825280,Tra “DDL Zan” e “Ora Solare” questa settimana spostiamo le lancette un secolo e un’ora indietro. #ddlzan #propagandalive @makkox @welikeduel,favour,"[('favour', 3)]"
1453664224043995138,le mie ultime due storie su ig (certificato della terza dose di vaccino e indignazione per l’affossamento ddl zan) mi sembrano una combo perfetta per tenere lontani i cogli0ni ignoranti,favour,"[('favour', 3)]"
1453664645869408257,"Lo scrutinio palese non lo hanno voluto perché per molti sarebbe stata la fine della carriera politica.
#DDLZan #Senato",favour,"[('none', 1), ('favour', 2)]"
1453666454755287042,"Comunque per me il DDL Zan si rifarà sicuro, con un minimo di compromesso si trovano i voti, cosa che questa volta è stata ignorata",favour,"[('favour', 2), ('none', 1)]"
1453667193045098502,Era facilmente ipotizzabile che il #ddlZan non passasse ma ieri si è persa l'occasione di tutelare le persone dalla violenza e questo mi devasta. Mi prenderò dei momenti per elaborare il lutto e la delusione perché so che poi tornerà la speranza e la determinazione.,favour,"[('favour', 3)]"
1453668364858109955,Non sapremo mai chi sono stati i 13 senatori  vigliacchi ( PD+M5S) ad affossare il #DDLZan. Degli altri 11 ( IV) sappiamo tutto.,favour,"[('favour', 2), ('none', 1)]"
1453669816070455298,"Quindi i clown applaudono in senato per aver eliminato il DDL Zan e a Terni se vai in giro con la gonna o la scollatura rischi 500€ di multa per prostituzione? 

Voglio urlare",favour,"[('favour', 3)]"
1453670637726322697,Non capisco quelli che insultano il centrodestra per la bocviatura del #DdlZan...i franchi tiratori sono tutti di centrosistra ...🤷‍♂️,none,"[('none', 3)]"
1453670727178231812,Non è politica quando ci si schiera contro i diritti fondamentali. Non è politica quando si applaude ad una sconfitta per la società. Provo un profondo senso di vergogna. #DDLZan,favour,"[('favour', 3)]"
1453670799509008385,"Il problema è che a decidere dei diritti della comune gente sono persone che, non solo hanno tutti i loro diritti garantiti, hanno anche dei privilegi intoccabili.
#DDLZan",favour,"[('favour', 3)]"
1453671273280778240,"#LeggeZan #DDLZan

Quello che sta succedendo è veramente uno SCHIFO!
Come al solito gli italiani sono una massa di Pecorari che pensano solo a riempirsi le tasche dei soldi della brava gente 😣😣
Dall’altronde chi nasce tondo non può morire quadrato.",favour,"[('favour', 3)]"
1453671642404634625,"La frase più inflazionato da ieri post bocciatura #DDLZan è “ mi vergogno di essere italiano”.
Ragazzi sono due anni che i nostri diritti vengono calpestati come le foglie nel silenzio più assordante e solo ieri si è risvegliata la vergogna sopita?",none,"[('favour', 1), ('none', 2)]"
1453672029887025154,"Ho ascoltato l’intervento del sen. Maffoni (FdI, ça va sand dire) sul #DDLZan , mi stanno sanguinando le orecchie 🙃🥲",favour,"[('favour', 3)]"
1453672615357435909,"Cosa vogliamo? Quali sono i diritti fondamentali per noi? 
Mi sembra si sia persa di vista questa cosa, considerando le reazioni per la sconfitta di questo Ddl.",favour,"[('against', 1), ('favour', 2)]"
1453672956098486277,"I giovani guardano da una parte
I vecchi dall'altra
e l'Italia -ad oggi- è portata avanti da vecchi
#DDLZan",favour,"[('none', 1), ('favour', 2)]"
1453673105625436162,"Ho visto la storia di @TizianoFerro, è stato come un pugno forte in pancia. Grazie Tiziano per aver rappresentato perfettamente cosa è successo ieri. #DDLZan",favour,"[('favour', 3)]"
1453675260813918212,"Come siamo passati da Berlinguer, Pertini a questi miserabili di oggi?
#DDLZan #DdlZan_Subito_Legge",favour,"[('favour', 3)]"
1453676844159471617,L’Italia è quel paese dove i vecchi si credono giovani. L’amore per il mio paese è sempre più attaccato da una generazione persa che si ritrova al potere #Zan,none,"[('none', 3)]"
